orthogroup_ID,geneID,spcies
OG0000095,199704,Hsap
OG0000095,92285,Hsap
OG0000095,7587,Hsap
OG0000095,219749,Hsap
OG0000096,140883,Hsap
OG0000099,319100,Hsap
OG0000099,83551,Hsap
OG0000102,2948,Hsap
OG0000102,2944,Hsap
OG0000102,2946,Hsap
OG0000102,2949,Hsap
OG0000105,248,Hsap
OG0000105,250,Hsap
OG0000105,251,Hsap
OG0000106,219869,Hsap
OG0000106,390265,Hsap
OG0000106,219870,Hsap
OG0000106,390264,Hsap
OG0000107,390093,Hsap
OG0000107,26496,Hsap
OG0000108,10224,Hsap
OG0000108,90576,Hsap
OG0000108,79973,Hsap
OG0000108,147837,Hsap
OG0000108,51710,Hsap
OG0000108,55552,Hsap
OG0000108,126068,Hsap
OG0000108,126069,Hsap
OG0000108,126070,Hsap
OG0000108,7620,Hsap
OG0000108,90594,Hsap
OG0000108,90592,Hsap
OG0000108,284390,Hsap
OG0000108,284391,Hsap
OG0000108,163059,Hsap
OG0000108,90589,Hsap
OG0000108,7568,Hsap
OG0000108,199692,Hsap
OG0000108,163049,Hsap
OG0000108,163051,Hsap
OG0000108,57474,Hsap
OG0000108,7561,Hsap
OG0000108,729747,Hsap
OG0000108,163050,Hsap
OG0000108,7695,Hsap
OG0000108,7678,Hsap
OG0000108,79862,Hsap
OG0000108,93474,Hsap
OG0000108,94039,Hsap
OG0000109,100130086,Hsap
OG0000109,100506164,Hsap
OG0000109,159119,Hsap
OG0000109,86614,Hsap
OG0000111,491,Hsap
OG0000111,492,Hsap
OG0000111,490,Hsap
OG0000111,493,Hsap
OG0000114,120065,Hsap
OG0000115,8793,Hsap
OG0000115,8794,Hsap
OG0000115,8797,Hsap
OG0000115,8795,Hsap
OG0000117,283111,Hsap
OG0000119,390154,Hsap
OG0000119,390155,Hsap
OG0000119,219464,Hsap
OG0000120,442191,Hsap
OG0000121,56136,Hsap
OG0000121,56138,Hsap
OG0000121,56147,Hsap
OG0000121,56146,Hsap
OG0000121,56143,Hsap
OG0000121,56140,Hsap
OG0000121,56142,Hsap
OG0000121,56137,Hsap
OG0000121,56139,Hsap
OG0000121,56144,Hsap
OG0000121,56141,Hsap
OG0000121,9752,Hsap
OG0000121,56145,Hsap
OG0000122,100049587,Hsap
OG0000122,8778,Hsap
OG0000123,10965,Hsap
OG0000123,641371,Hsap
OG0000123,122970,Hsap
OG0000123,641372,Hsap
OG0000124,26707,Hsap
OG0000124,442185,Hsap
OG0000124,442186,Hsap
OG0000127,3006,Hsap
OG0000127,3009,Hsap
OG0000127,3007,Hsap
OG0000127,3008,Hsap
OG0000130,340273,Hsap
OG0000130,5244,Hsap
OG0000130,5243,Hsap
OG0000131,2914,Hsap
OG0000131,2916,Hsap
OG0000131,2917,Hsap
OG0000131,2918,Hsap
OG0000132,11283,Hsap
OG0000132,4051,Hsap
OG0000132,8529,Hsap
OG0000132,57834,Hsap
OG0000132,66002,Hsap
OG0000133,3857,Hsap
OG0000133,3861,Hsap
OG0000133,3872,Hsap
OG0000133,3868,Hsap
OG0000134,1573,Hsap
OG0000135,23541,Hsap
OG0000135,266629,Hsap
OG0000135,284904,Hsap
OG0000135,730005,Hsap
OG0000137,127074,Hsap
OG0000137,343563,Hsap
OG0000137,401993,Hsap
OG0000137,127069,Hsap
OG0000138,102723532,Hsap
OG0000138,105369274,Hsap
OG0000138,283694,Hsap
OG0000138,390429,Hsap
OG0000138,390437,Hsap
OG0000140,728255,Hsap
OG0000140,81850,Hsap
OG0000140,83895,Hsap
OG0000140,81851,Hsap
OG0000141,112267992,Hsap
OG0000141,105379356,Hsap
OG0000143,100132565,Hsap
OG0000143,283768,Hsap
OG0000143,101059918,Hsap
OG0000143,727909,Hsap
OG0000143,643699,Hsap
OG0000143,728047,Hsap
OG0000143,653073,Hsap
OG0000143,653075,Hsap
OG0000143,653125,Hsap
OG0000143,728498,Hsap
OG0000143,653720,Hsap
OG0000143,101930434,Hsap
OG0000143,105370849,Hsap
OG0000143,653061,Hsap
OG0000143,107984025,Hsap
OG0000143,100133220,Hsap
OG0000143,647042,Hsap
OG0000143,643707,Hsap
OG0000143,440295,Hsap
OG0000143,105376722,Hsap
OG0000143,342096,Hsap
OG0000143,55889,Hsap
OG0000143,653641,Hsap
OG0000143,653643,Hsap
OG0000143,23015,Hsap
OG0000143,440270,Hsap
OG0000144,10076,Hsap
OG0000144,5796,Hsap
OG0000144,11122,Hsap
OG0000144,5797,Hsap
OG0000145,3340,Hsap
OG0000145,8509,Hsap
OG0000145,64579,Hsap
OG0000145,9348,Hsap
OG0000146,10938,Hsap
OG0000146,30845,Hsap
OG0000146,30844,Hsap
OG0000146,30846,Hsap
OG0000149,119678,Hsap
OG0000149,79296,Hsap
OG0000150,392309,Hsap
OG0000152,140032,Hsap
OG0000152,6192,Hsap
OG0000152,6191,Hsap
OG0000154,100287144,Hsap
OG0000154,100287178,Hsap
OG0000154,100287364,Hsap
OG0000154,100287404,Hsap
OG0000154,100288520,Hsap
OG0000154,100287205,Hsap
OG0000154,100287478,Hsap
OG0000154,100287513,Hsap
OG0000154,100287441,Hsap
OG0000154,100287238,Hsap
OG0000154,100287327,Hsap
OG0000154,728369,Hsap
OG0000154,728373,Hsap
OG0000154,728386,Hsap
OG0000154,728393,Hsap
OG0000154,728400,Hsap
OG0000154,728405,Hsap
OG0000154,728379,Hsap
OG0000154,728419,Hsap
OG0000154,377630,Hsap
OG0000154,401447,Hsap
OG0000154,645836,Hsap
OG0000154,392188,Hsap
OG0000154,645402,Hsap
OG0000154,392197,Hsap
OG0000155,10178,Hsap
OG0000155,26011,Hsap
OG0000155,55714,Hsap
OG0000155,57451,Hsap
OG0000156,775,Hsap
OG0000156,779,Hsap
OG0000156,776,Hsap
OG0000156,778,Hsap
OG0000157,4627,Hsap
OG0000157,4629,Hsap
OG0000157,4628,Hsap
OG0000157,79784,Hsap
OG0000158,5362,Hsap
OG0000158,91584,Hsap
OG0000158,55558,Hsap
OG0000158,5361,Hsap
OG0000159,10723,Hsap
OG0000159,57468,Hsap
OG0000159,6560,Hsap
OG0000159,9990,Hsap
OG0000160,2890,Hsap
OG0000160,2891,Hsap
OG0000160,2892,Hsap
OG0000160,2893,Hsap
OG0000161,81,Hsap
OG0000161,87,Hsap
OG0000161,88,Hsap
OG0000161,89,Hsap
OG0000162,192669,Hsap
OG0000162,192670,Hsap
OG0000162,26523,Hsap
OG0000162,27161,Hsap
OG0000163,27330,Hsap
OG0000163,6197,Hsap
OG0000163,6195,Hsap
OG0000163,6196,Hsap
OG0000164,5141,Hsap
OG0000164,5143,Hsap
OG0000164,5142,Hsap
OG0000164,5144,Hsap
OG0000165,11105,Hsap
OG0000165,56979,Hsap
OG0000166,10570,Hsap
OG0000166,1400,Hsap
OG0000166,1809,Hsap
OG0000166,1808,Hsap
OG0000167,817,Hsap
OG0000167,815,Hsap
OG0000167,816,Hsap
OG0000167,818,Hsap
OG0000168,1879,Hsap
OG0000168,253738,Hsap
OG0000168,64641,Hsap
OG0000168,57593,Hsap
OG0000169,388646,Hsap
OG0000169,115362,Hsap
OG0000169,2634,Hsap
OG0000169,2633,Hsap
OG0000169,2635,Hsap
OG0000170,112802,Hsap
OG0000170,319101,Hsap
OG0000170,121391,Hsap
OG0000170,140807,Hsap
OG0000171,10308,Hsap
OG0000171,124411,Hsap
OG0000171,107986244,Hsap
OG0000172,147183,Hsap
OG0000172,342574,Hsap
OG0000172,162605,Hsap
OG0000172,353288,Hsap
OG0000174,283365,Hsap
OG0000174,390323,Hsap
OG0000175,390083,Hsap
OG0000177,390261,Hsap
OG0000178,120793,Hsap
OG0000178,390084,Hsap
OG0000178,120796,Hsap
OG0000179,127064,Hsap
OG0000179,391195,Hsap
OG0000179,343172,Hsap
OG0000181,6398,Hsap
OG0000182,101929983,Hsap
OG0000182,343070,Hsap
OG0000182,343068,Hsap
OG0000182,440561,Hsap
OG0000182,400735,Hsap
OG0000182,653619,Hsap
OG0000182,440560,Hsap
OG0000182,441873,Hsap
OG0000182,645359,Hsap
OG0000182,645425,Hsap
OG0000182,390999,Hsap
OG0000182,391002,Hsap
OG0000182,441871,Hsap
OG0000182,112268320,Hsap
OG0000182,343071,Hsap
OG0000182,645382,Hsap
OG0000182,391004,Hsap
OG0000182,400736,Hsap
OG0000182,729528,Hsap
OG0000182,65121,Hsap
OG0000182,65122,Hsap
OG0000182,391003,Hsap
OG0000182,653606,Hsap
OG0000182,645414,Hsap
OG0000184,2043,Hsap
OG0000184,2042,Hsap
OG0000184,2044,Hsap
OG0000184,2045,Hsap
OG0000186,219484,Hsap
OG0000186,219487,Hsap
OG0000186,390167,Hsap
OG0000186,390168,Hsap
OG0000187,139170,Hsap
OG0000187,340578,Hsap
OG0000188,2741,Hsap
OG0000188,8001,Hsap
OG0000188,2742,Hsap
OG0000190,6441,Hsap
OG0000191,2782,Hsap
OG0000191,59345,Hsap
OG0000191,2783,Hsap
OG0000191,2784,Hsap
OG0000193,81696,Hsap
OG0000194,219469,Hsap
OG0000194,390151,Hsap
OG0000194,390152,Hsap
OG0000195,26189,Hsap
OG0000195,8383,Hsap
OG0000196,390321,Hsap
OG0000197,390174,Hsap
OG0000197,504191,Hsap
OG0000198,7168,Hsap
OG0000198,7170,Hsap
OG0000198,7171,Hsap
OG0000198,7169,Hsap
OG0000199,873,Hsap
OG0000200,51806,Hsap
OG0000200,810,Hsap
OG0000200,808,Hsap
OG0000200,801,Hsap
OG0000200,805,Hsap
OG0000202,26762,Hsap
OG0000204,11086,Hsap
OG0000205,30817,Hsap
OG0000206,101927685,Hsap
OG0000206,101928917,Hsap
OG0000208,119679,Hsap
OG0000209,317701,Hsap
OG0000209,317702,Hsap
OG0000209,317703,Hsap
OG0000210,4994,Hsap
OG0000210,4995,Hsap
OG0000210,8392,Hsap
OG0000211,390439,Hsap
OG0000212,81050,Hsap
OG0000214,5553,Hsap
OG0000214,10394,Hsap
OG0000215,125958,Hsap
OG0000218,5269,Hsap
OG0000219,142683,Hsap
OG0000219,55600,Hsap
OG0000220,910,Hsap
OG0000222,391107,Hsap
OG0000222,391109,Hsap
OG0000223,26659,Hsap
OG0000223,390892,Hsap
OG0000223,390882,Hsap
OG0000223,390883,Hsap
OG0000223,26664,Hsap
OG0000223,26658,Hsap
OG0000225,143496,Hsap
OG0000226,105373347,Hsap
OG0000226,107986908,Hsap
OG0000226,107986860,Hsap
OG0000228,337960,Hsap
OG0000228,140258,Hsap
OG0000228,337959,Hsap
OG0000228,284827,Hsap
OG0000230,353143,Hsap
OG0000230,353144,Hsap
OG0000230,353145,Hsap
OG0000230,84648,Hsap
OG0000231,100533997,Hsap
OG0000231,4104,Hsap
OG0000231,266740,Hsap
OG0000231,4101,Hsap
OG0000231,4111,Hsap
OG0000231,4102,Hsap
OG0000231,4105,Hsap
OG0000231,4100,Hsap
OG0000231,4103,Hsap
OG0000231,4107,Hsap
OG0000231,4108,Hsap
OG0000231,728269,Hsap
OG0000231,4110,Hsap
OG0000231,4109,Hsap
OG0000231,139081,Hsap
OG0000231,9947,Hsap
OG0000231,51438,Hsap
OG0000231,158809,Hsap
OG0000231,4113,Hsap
OG0000231,4115,Hsap
OG0000231,645864,Hsap
OG0000232,10349,Hsap
OG0000232,23460,Hsap
OG0000232,10351,Hsap
OG0000232,10350,Hsap
OG0000233,100289279,Hsap
OG0000233,728577,Hsap
OG0000233,79937,Hsap
OG0000233,85445,Hsap
OG0000233,129684,Hsap
OG0000234,10326,Hsap
OG0000234,55423,Hsap
OG0000234,140885,Hsap
OG0000235,3858,Hsap
OG0000235,3860,Hsap
OG0000235,3866,Hsap
OG0000236,55844,Hsap
OG0000236,5520,Hsap
OG0000236,5521,Hsap
OG0000236,5522,Hsap
OG0000237,56000,Hsap
OG0000238,135250,Hsap
OG0000239,100423062,Hsap
OG0000239,3543,Hsap
OG0000239,7441,Hsap
OG0000240,10871,Hsap
OG0000240,11314,Hsap
OG0000241,4112,Hsap
OG0000242,390195,Hsap
OG0000243,390072,Hsap
OG0000244,135948,Hsap
OG0000244,26211,Hsap
OG0000245,119765,Hsap
OG0000246,219482,Hsap
OG0000246,390162,Hsap
OG0000247,119764,Hsap
OG0000248,292,Hsap
OG0000248,293,Hsap
OG0000248,291,Hsap
OG0000249,4069,Hsap
OG0000250,51619,Hsap
OG0000250,7321,Hsap
OG0000250,7322,Hsap
OG0000250,7323,Hsap
OG0000251,51065,Hsap
OG0000251,6232,Hsap
OG0000252,4489,Hsap
OG0000252,4490,Hsap
OG0000252,4494,Hsap
OG0000252,4499,Hsap
OG0000252,4496,Hsap
OG0000252,4502,Hsap
OG0000257,102725035,Hsap
OG0000257,107987425,Hsap
OG0000257,11025,Hsap
OG0000257,79168,Hsap
OG0000257,107987441,Hsap
OG0000257,112268334,Hsap
OG0000257,112268340,Hsap
OG0000257,112268337,Hsap
OG0000257,112268336,Hsap
OG0000257,107987462,Hsap
OG0000257,11006,Hsap
OG0000257,10990,Hsap
OG0000257,10288,Hsap
OG0000257,10859,Hsap
OG0000257,11024,Hsap
OG0000257,23547,Hsap
OG0000257,353514,Hsap
OG0000257,11026,Hsap
OG0000257,11027,Hsap
OG0000258,100101268,Hsap
OG0000258,100996746,Hsap
OG0000258,102723849,Hsap
OG0000258,643862,Hsap
OG0000258,643909,Hsap
OG0000258,728524,Hsap
OG0000258,105180390,Hsap
OG0000258,641776,Hsap
OG0000258,105180391,Hsap
OG0000258,441272,Hsap
OG0000258,100310812,Hsap
OG0000258,441273,Hsap
OG0000258,729597,Hsap
OG0000258,285955,Hsap
OG0000258,442590,Hsap
OG0000258,442572,Hsap
OG0000258,100505767,Hsap
OG0000258,102723555,Hsap
OG0000258,441251,Hsap
OG0000258,388333,Hsap
OG0000259,100132285,Hsap
OG0000259,102725023,Hsap
OG0000259,3808,Hsap
OG0000259,3810,Hsap
OG0000259,112267881,Hsap
OG0000259,3802,Hsap
OG0000259,3806,Hsap
OG0000259,3809,Hsap
OG0000259,3803,Hsap
OG0000259,3804,Hsap
OG0000259,112268355,Hsap
OG0000259,3813,Hsap
OG0000259,3811,Hsap
OG0000259,3812,Hsap
OG0000259,115653,Hsap
OG0000259,112268354,Hsap
OG0000259,3805,Hsap
OG0000259,553128,Hsap
OG0000259,57292,Hsap
OG0000260,4583,Hsap
OG0000260,4586,Hsap
OG0000260,727897,Hsap
OG0000261,1951,Hsap
OG0000261,1952,Hsap
OG0000261,9620,Hsap
OG0000262,57643,Hsap
OG0000262,57688,Hsap
OG0000262,65249,Hsap
OG0000263,10780,Hsap
OG0000263,342909,Hsap
OG0000263,7767,Hsap
OG0000263,7638,Hsap
OG0000263,7673,Hsap
OG0000263,7766,Hsap
OG0000263,7773,Hsap
OG0000263,7711,Hsap
OG0000263,7768,Hsap
OG0000263,353355,Hsap
OG0000263,7596,Hsap
OG0000263,7769,Hsap
OG0000264,342892,Hsap
OG0000264,388536,Hsap
OG0000264,51276,Hsap
OG0000264,163131,Hsap
OG0000264,284323,Hsap
OG0000264,163255,Hsap
OG0000264,284406,Hsap
OG0000264,163087,Hsap
OG0000264,84924,Hsap
OG0000265,5211,Hsap
OG0000265,5213,Hsap
OG0000265,5214,Hsap
OG0000266,22829,Hsap
OG0000266,57502,Hsap
OG0000266,54413,Hsap
OG0000266,22871,Hsap
OG0000267,8639,Hsap
OG0000268,5578,Hsap
OG0000268,5579,Hsap
OG0000268,5582,Hsap
OG0000269,84889,Hsap
OG0000270,5725,Hsap
OG0000270,9991,Hsap
OG0000270,58155,Hsap
OG0000271,5089,Hsap
OG0000271,5087,Hsap
OG0000271,5090,Hsap
OG0000272,1917,Hsap
OG0000272,1915,Hsap
OG0000273,56311,Hsap
OG0000274,4673,Hsap
OG0000275,347487,Hsap
OG0000276,168537,Hsap
OG0000277,80168,Hsap
OG0000279,403282,Hsap
OG0000279,390326,Hsap
OG0000280,390077,Hsap
OG0000281,127059,Hsap
OG0000281,391196,Hsap
OG0000281,127062,Hsap
OG0000281,391194,Hsap
OG0000281,26245,Hsap
OG0000282,390067,Hsap
OG0000284,106707243,Hsap
OG0000284,50840,Hsap
OG0000284,50838,Hsap
OG0000284,259289,Hsap
OG0000284,259290,Hsap
OG0000284,259291,Hsap
OG0000284,259292,Hsap
OG0000284,259293,Hsap
OG0000284,259296,Hsap
OG0000284,259294,Hsap
OG0000284,259295,Hsap
OG0000285,219431,Hsap
OG0000286,221357,Hsap
OG0000286,2938,Hsap
OG0000286,2939,Hsap
OG0000286,2940,Hsap
OG0000288,5266,Hsap
OG0000289,728279,Hsap
OG0000289,81872,Hsap
OG0000289,730755,Hsap
OG0000289,85294,Hsap
OG0000290,116832,Hsap
OG0000290,6170,Hsap
OG0000292,6261,Hsap
OG0000292,6262,Hsap
OG0000292,6263,Hsap
OG0000293,1770,Hsap
OG0000293,8632,Hsap
OG0000293,8701,Hsap
OG0000294,55567,Hsap
OG0000294,201625,Hsap
OG0000294,56171,Hsap
OG0000295,2200,Hsap
OG0000295,2201,Hsap
OG0000295,84467,Hsap
OG0000296,3708,Hsap
OG0000296,3709,Hsap
OG0000296,3710,Hsap
OG0000297,2316,Hsap
OG0000297,2318,Hsap
OG0000297,2317,Hsap
OG0000298,57572,Hsap
OG0000298,85440,Hsap
OG0000298,81704,Hsap
OG0000299,1108,Hsap
OG0000299,26038,Hsap
OG0000299,1107,Hsap
OG0000300,5789,Hsap
OG0000300,5792,Hsap
OG0000300,5802,Hsap
OG0000301,1793,Hsap
OG0000301,80005,Hsap
