orthogroup_ID,logLikelihood_Null_hypothesis,Likelihood_Alternative_hypothesis,log_diff,p.values,fdr,entrez,species,UniProtKB_ID,PANTHER_ID,seqnames,start,end,width,strand,gene_id,gene_name,gene_biotype,description
OG0005861,-6843.957261,-6713.045933,261.82265599999846,3.4371295154380595e-59,1.8211287024597015e-56,3792,Hsap,P23276,PTHR11733,7,142941114,142962363,21250,-,ENSG00000197993,KEL,protein_coding,Kell metallo-endopeptidase (Kell blood group) [Source:HGNC Symbol;Acc:HGNC:6308]
OG0005861,-6843.957261,-6713.045933,261.82265599999846,3.4371295154380595e-59,1.8211287024597015e-56,3792,Hsap,P23276,PTHR11733,7,142941114,142962363,21250,-,ENSG00000197993,KEL,protein_coding,Kell metallo-endopeptidase (Kell blood group) [Source:HGNC Symbol;Acc:HGNC:6308]
OG0005861,-6843.957261,-6713.045933,261.82265599999846,3.4371295154380595e-59,1.8211287024597015e-56,3792,Hsap,P23276,PTHR11733,7,142941114,142962363,21250,-,ENSG00000197993,KEL,protein_coding,Kell metallo-endopeptidase (Kell blood group) [Source:HGNC Symbol;Acc:HGNC:6308]
OG0005861,-6843.957261,-6713.045933,261.82265599999846,3.4371295154380595e-59,1.8211287024597015e-56,3792,Hsap,A0A077QP03,NA,7,142941114,142962363,21250,-,ENSG00000197993,KEL,protein_coding,Kell metallo-endopeptidase (Kell blood group) [Source:HGNC Symbol;Acc:HGNC:6308]
OG0005861,-6843.957261,-6713.045933,261.82265599999846,3.4371295154380595e-59,1.8211287024597015e-56,3792,Hsap,A0A077QP03,NA,7,142941114,142962363,21250,-,ENSG00000197993,KEL,protein_coding,Kell metallo-endopeptidase (Kell blood group) [Source:HGNC Symbol;Acc:HGNC:6308]
OG0005861,-6843.957261,-6713.045933,261.82265599999846,3.4371295154380595e-59,1.8211287024597015e-56,3792,Hsap,A0A077QP03,NA,7,142941114,142962363,21250,-,ENSG00000197993,KEL,protein_coding,Kell metallo-endopeptidase (Kell blood group) [Source:HGNC Symbol;Acc:HGNC:6308]
OG0007314,-3108.025041,-2983.770947,248.5081879999998,2.7456297484447444e-56,1.1731810208999705e-53,8517,Hsap,Q9Y6K9,PTHR31553,X,154541199,154565046,23848,+,ENSG00000269335,IKBKG,protein_coding,inhibitor of nuclear factor kappa B kinase regulatory subunit gamma [Source:HGNC Symbol;Acc:HGNC:5961]
OG0007314,-3108.025041,-2983.770947,248.5081879999998,2.7456297484447444e-56,1.1731810208999705e-53,8517,Hsap,Q9Y6K9,PTHR31553,X,154541199,154565046,23848,+,ENSG00000269335,IKBKG,protein_coding,inhibitor of nuclear factor kappa B kinase regulatory subunit gamma [Source:HGNC Symbol;Acc:HGNC:5961]
OG0007314,-3108.025041,-2983.770947,248.5081879999998,2.7456297484447444e-56,1.1731810208999705e-53,8517,Hsap,Q9Y6K9,PTHR31553,X,154541199,154565046,23848,+,ENSG00000269335,IKBKG,protein_coding,inhibitor of nuclear factor kappa B kinase regulatory subunit gamma [Source:HGNC Symbol;Acc:HGNC:5961]
OG0007314,-3108.025041,-2983.770947,248.5081879999998,2.7456297484447444e-56,1.1731810208999705e-53,8517,Hsap,Q9Y6K9,PTHR31553,X,154541199,154565046,23848,+,ENSG00000269335,IKBKG,protein_coding,inhibitor of nuclear factor kappa B kinase regulatory subunit gamma [Source:HGNC Symbol;Acc:HGNC:5961]
OG0007314,-3108.025041,-2983.770947,248.5081879999998,2.7456297484447444e-56,1.1731810208999705e-53,8517,Hsap,A0A087X1B1,NA,X,154541199,154565046,23848,+,ENSG00000269335,IKBKG,protein_coding,inhibitor of nuclear factor kappa B kinase regulatory subunit gamma [Source:HGNC Symbol;Acc:HGNC:5961]
OG0007314,-3108.025041,-2983.770947,248.5081879999998,2.7456297484447444e-56,1.1731810208999705e-53,8517,Hsap,A0A087X1B1,NA,X,154541199,154565046,23848,+,ENSG00000269335,IKBKG,protein_coding,inhibitor of nuclear factor kappa B kinase regulatory subunit gamma [Source:HGNC Symbol;Acc:HGNC:5961]
OG0007314,-3108.025041,-2983.770947,248.5081879999998,2.7456297484447444e-56,1.1731810208999705e-53,8517,Hsap,A0A087X1B1,NA,X,154541199,154565046,23848,+,ENSG00000269335,IKBKG,protein_coding,inhibitor of nuclear factor kappa B kinase regulatory subunit gamma [Source:HGNC Symbol;Acc:HGNC:5961]
OG0007314,-3108.025041,-2983.770947,248.5081879999998,2.7456297484447444e-56,1.1731810208999705e-53,8517,Hsap,A0A087X1B1,NA,X,154541199,154565046,23848,+,ENSG00000269335,IKBKG,protein_coding,inhibitor of nuclear factor kappa B kinase regulatory subunit gamma [Source:HGNC Symbol;Acc:HGNC:5961]
OG0008870,-3589.708621,-3467.301973,244.81329600000026,1.7547068405309523e-55,6.836131414609704e-53,2926,Hsap,Q12849,PTHR13976,4,70815783,70839897,24115,-,ENSG00000132463,GRSF1,protein_coding,G-rich RNA sequence binding factor 1 [Source:HGNC Symbol;Acc:HGNC:4610]
OG0008870,-3589.708621,-3467.301973,244.81329600000026,1.7547068405309523e-55,6.836131414609704e-53,2926,Hsap,A0A024RD99,NA,4,70815783,70839897,24115,-,ENSG00000132463,GRSF1,protein_coding,G-rich RNA sequence binding factor 1 [Source:HGNC Symbol;Acc:HGNC:4610]
OG0003197,-10126.284573,-10004.644273,243.28060000000187,3.787721892630395e-55,1.3560044375616814e-52,79670,Hsap,Q5VYS8,PTHR12271,9,86287733,86354454,66722,-,ENSG00000083223,TUT7,protein_coding,terminal uridylyl transferase 7 [Source:HGNC Symbol;Acc:HGNC:25817]
OG0003197,-10126.284573,-10004.644273,243.28060000000187,3.787721892630395e-55,1.3560044375616814e-52,79670,Hsap,Q96KX5,NA,9,86287733,86354454,66722,-,ENSG00000083223,TUT7,protein_coding,terminal uridylyl transferase 7 [Source:HGNC Symbol;Acc:HGNC:25817]
OG0003197,-10126.284573,-10004.644273,243.28060000000187,3.787721892630395e-55,1.3560044375616814e-52,79670,Hsap,X6R3Q3,NA,9,86287733,86354454,66722,-,ENSG00000083223,TUT7,protein_coding,terminal uridylyl transferase 7 [Source:HGNC Symbol;Acc:HGNC:25817]
OG0004544,-7557.72488,-7443.436939,228.57588199999918,6.093868577237845e-52,1.8345314357748296e-49,83666,Hsap,Q8IXQ6,PTHR14453,3,122527924,122564577,36654,-,ENSG00000138496,PARP9,protein_coding,poly(ADP-ribose) polymerase family member 9 [Source:HGNC Symbol;Acc:HGNC:24118]
OG0004544,-7557.72488,-7443.436939,228.57588199999918,6.093868577237845e-52,1.8345314357748296e-49,83666,Hsap,Q59ER9,NA,3,122527924,122564577,36654,-,ENSG00000138496,PARP9,protein_coding,poly(ADP-ribose) polymerase family member 9 [Source:HGNC Symbol;Acc:HGNC:24118]
OG0009338,-3558.270503,-3445.560694,225.4196180000008,2.973448458558123e-51,8.380063464268276e-49,284110,Hsap,Q96QA5,PTHR16399,17,39953263,39977768,24506,+,ENSG00000167914,GSDMA,protein_coding,gasdermin A [Source:HGNC Symbol;Acc:HGNC:13311]
OG0008585,-3677.951109,-3573.101102,209.700014,7.985175572246848e-48,1.9956912383015424e-45,1201,Hsap,Q13286,PTHR10981,16,28474111,28495575,21465,-,ENSG00000188603,CLN3,protein_coding,"CLN3 lysosomal/endosomal transmembrane protein, battenin [Source:HGNC Symbol;Acc:HGNC:2074]"
OG0008585,-3677.951109,-3573.101102,209.700014,7.985175572246848e-48,1.9956912383015424e-45,1201,Hsap,Q13286,PTHR10981,16,28474111,28495575,21465,-,ENSG00000188603,CLN3,protein_coding,"CLN3 lysosomal/endosomal transmembrane protein, battenin [Source:HGNC Symbol;Acc:HGNC:2074]"
OG0008585,-3677.951109,-3573.101102,209.700014,7.985175572246848e-48,1.9956912383015424e-45,1201,Hsap,A0A024QZB8,NA,16,28474111,28495575,21465,-,ENSG00000188603,CLN3,protein_coding,"CLN3 lysosomal/endosomal transmembrane protein, battenin [Source:HGNC Symbol;Acc:HGNC:2074]"
OG0008585,-3677.951109,-3573.101102,209.700014,7.985175572246848e-48,1.9956912383015424e-45,1201,Hsap,A0A024QZB8,NA,16,28474111,28495575,21465,-,ENSG00000188603,CLN3,protein_coding,"CLN3 lysosomal/endosomal transmembrane protein, battenin [Source:HGNC Symbol;Acc:HGNC:2074]"
OG0008585,-3677.951109,-3573.101102,209.700014,7.985175572246848e-48,1.9956912383015424e-45,1201,Hsap,B4DFF3,NA,16,28474111,28495575,21465,-,ENSG00000188603,CLN3,protein_coding,"CLN3 lysosomal/endosomal transmembrane protein, battenin [Source:HGNC Symbol;Acc:HGNC:2074]"
OG0008585,-3677.951109,-3573.101102,209.700014,7.985175572246848e-48,1.9956912383015424e-45,1201,Hsap,B4DFF3,NA,16,28474111,28495575,21465,-,ENSG00000188603,CLN3,protein_coding,"CLN3 lysosomal/endosomal transmembrane protein, battenin [Source:HGNC Symbol;Acc:HGNC:2074]"
OG0008585,-3677.951109,-3573.101102,209.700014,7.985175572246848e-48,1.9956912383015424e-45,1201,Hsap,B4DMY6,NA,16,28474111,28495575,21465,-,ENSG00000188603,CLN3,protein_coding,"CLN3 lysosomal/endosomal transmembrane protein, battenin [Source:HGNC Symbol;Acc:HGNC:2074]"
OG0008585,-3677.951109,-3573.101102,209.700014,7.985175572246848e-48,1.9956912383015424e-45,1201,Hsap,B4DMY6,NA,16,28474111,28495575,21465,-,ENSG00000188603,CLN3,protein_coding,"CLN3 lysosomal/endosomal transmembrane protein, battenin [Source:HGNC Symbol;Acc:HGNC:2074]"
OG0008585,-3677.951109,-3573.101102,209.700014,7.985175572246848e-48,1.9956912383015424e-45,1201,Hsap,Q2TA70,NA,16,28474111,28495575,21465,-,ENSG00000188603,CLN3,protein_coding,"CLN3 lysosomal/endosomal transmembrane protein, battenin [Source:HGNC Symbol;Acc:HGNC:2074]"
OG0008585,-3677.951109,-3573.101102,209.700014,7.985175572246848e-48,1.9956912383015424e-45,1201,Hsap,Q2TA70,NA,16,28474111,28495575,21465,-,ENSG00000188603,CLN3,protein_coding,"CLN3 lysosomal/endosomal transmembrane protein, battenin [Source:HGNC Symbol;Acc:HGNC:2074]"
OG0004096,-6737.944036,-6634.534918,206.81823599999916,3.396497021462883e-47,7.892982376543395e-45,23243,Hsap,O15084,PTHR24123,3,15667236,15859771,192536,-,ENSG00000206560,ANKRD28,protein_coding,ankyrin repeat domain 28 [Source:HGNC Symbol;Acc:HGNC:29024]
OG0004096,-6737.944036,-6634.534918,206.81823599999916,3.396497021462883e-47,7.892982376543395e-45,23243,Hsap,A0A024R2I9,NA,3,15667236,15859771,192536,-,ENSG00000206560,ANKRD28,protein_coding,ankyrin repeat domain 28 [Source:HGNC Symbol;Acc:HGNC:29024]
OG0009916,-2803.274177,-2700.894192,204.75996999999916,9.552769402800104e-47,2.1154467207302406e-44,79589,Hsap,Q8TEB7,PTHR22765,X,106693794,106797016,103223,+,ENSG00000133135,RNF128,protein_coding,ring finger protein 128 [Source:HGNC Symbol;Acc:HGNC:21153]
OG0003852,-9457.363335,-9356.411393,201.90388399999938,4.01181954708214e-46,8.571058342040327e-44,3682,Hsap,P38570,PTHR23220,17,3714628,3801188,86561,-,ENSG00000083457,ITGAE,protein_coding,integrin subunit alpha E [Source:HGNC Symbol;Acc:HGNC:6147]
OG0003852,-9457.363335,-9356.411393,201.90388399999938,4.01181954708214e-46,8.571058342040327e-44,3682,Hsap,P38570,PTHR23220,17,3714628,3801188,86561,-,ENSG00000083457,ITGAE,protein_coding,integrin subunit alpha E [Source:HGNC Symbol;Acc:HGNC:6147]
OG0003852,-9457.363335,-9356.411393,201.90388399999938,4.01181954708214e-46,8.571058342040327e-44,3682,Hsap,P38570,PTHR23220,17,3714628,3801188,86561,-,ENSG00000083457,ITGAE,protein_coding,integrin subunit alpha E [Source:HGNC Symbol;Acc:HGNC:6147]
OG0003852,-9457.363335,-9356.411393,201.90388399999938,4.01181954708214e-46,8.571058342040327e-44,3682,Hsap,P38570,PTHR23220,17,3714628,3801188,86561,-,ENSG00000083457,ITGAE,protein_coding,integrin subunit alpha E [Source:HGNC Symbol;Acc:HGNC:6147]
OG0003657,-8692.860421,-8593.25445,199.2119419999981,1.551584574038822e-45,3.262268137733053e-43,7297,Hsap,P29597,PTHR45807,19,10350529,10380572,30044,-,ENSG00000105397,TYK2,protein_coding,tyrosine kinase 2 [Source:HGNC Symbol;Acc:HGNC:12440]
OG0003657,-8692.860421,-8593.25445,199.2119419999981,1.551584574038822e-45,3.262268137733053e-43,7297,Hsap,P29597,PTHR45807,19,10350529,10380572,30044,-,ENSG00000105397,TYK2,protein_coding,tyrosine kinase 2 [Source:HGNC Symbol;Acc:HGNC:12440]
OG0003657,-8692.860421,-8593.25445,199.2119419999981,1.551584574038822e-45,3.262268137733053e-43,7297,Hsap,P29597,PTHR45807,19,10350529,10380572,30044,-,ENSG00000105397,TYK2,protein_coding,tyrosine kinase 2 [Source:HGNC Symbol;Acc:HGNC:12440]
OG0003657,-8692.860421,-8593.25445,199.2119419999981,1.551584574038822e-45,3.262268137733053e-43,7297,Hsap,A0A024R7E4,NA,19,10350529,10380572,30044,-,ENSG00000105397,TYK2,protein_coding,tyrosine kinase 2 [Source:HGNC Symbol;Acc:HGNC:12440]
OG0003657,-8692.860421,-8593.25445,199.2119419999981,1.551584574038822e-45,3.262268137733053e-43,7297,Hsap,A0A024R7E4,NA,19,10350529,10380572,30044,-,ENSG00000105397,TYK2,protein_coding,tyrosine kinase 2 [Source:HGNC Symbol;Acc:HGNC:12440]
OG0003657,-8692.860421,-8593.25445,199.2119419999981,1.551584574038822e-45,3.262268137733053e-43,7297,Hsap,A0A024R7E4,NA,19,10350529,10380572,30044,-,ENSG00000105397,TYK2,protein_coding,tyrosine kinase 2 [Source:HGNC Symbol;Acc:HGNC:12440]
OG0010088,-2560.631551,-2465.929206,189.4046900000003,2.1441018187554255e-43,4.000108829751319e-41,170463,Hsap,Q9BWG4,PTHR12610,19,18418864,18434562,15699,+,ENSG00000130511,SSBP4,protein_coding,single stranded DNA binding protein 4 [Source:HGNC Symbol;Acc:HGNC:15676]
OG0009503,-2655.620771,-2561.114535,189.01247199999943,2.6113191766819023e-43,4.804101918656733e-41,51582,Hsap,O14977,PTHR11482,8,102826308,102893864,67557,-,ENSG00000155096,AZIN1,protein_coding,antizyme inhibitor 1 [Source:HGNC Symbol;Acc:HGNC:16432]
OG0009503,-2655.620771,-2561.114535,189.01247199999943,2.6113191766819023e-43,4.804101918656733e-41,51582,Hsap,A0A024R9C7,NA,8,102826308,102893864,67557,-,ENSG00000155096,AZIN1,protein_coding,antizyme inhibitor 1 [Source:HGNC Symbol;Acc:HGNC:16432]
OG0009503,-2655.620771,-2561.114535,189.01247199999943,2.6113191766819023e-43,4.804101918656733e-41,51582,Hsap,B3KTF6,NA,8,102826308,102893864,67557,-,ENSG00000155096,AZIN1,protein_coding,antizyme inhibitor 1 [Source:HGNC Symbol;Acc:HGNC:16432]
OG0011223,-2649.570197,-2555.473429,188.19353599999977,3.941148393751148e-43,7.054655624814554e-41,11186,Hsap,Q9NS23,PTHR22738,3,50329782,50340980,11199,-,ENSG00000068028,RASSF1,protein_coding,Ras association domain family member 1 [Source:HGNC Symbol;Acc:HGNC:9882]
OG0004174,-7944.295185,-7851.29591,185.99855000000025,1.1878975323114392e-42,2.070380356973332e-40,55201,Hsap,Q66K74,PTHR13843,19,17719242,17734513,15272,+,ENSG00000130479,MAP1S,protein_coding,microtubule associated protein 1S [Source:HGNC Symbol;Acc:HGNC:15715]
OG0008565,-3293.948654,-3202.420099,183.05710999999974,5.211101090710363e-42,8.849518595839676e-40,25945,Hsap,Q9NQS3,PTHR23277,3,111070071,111275563,205493,+,ENSG00000177707,NECTIN3,protein_coding,nectin cell adhesion molecule 3 [Source:HGNC Symbol;Acc:HGNC:17664]
OG0006017,-5797.982526,-5708.044261,179.87652999999955,2.5783916229664445e-41,4.216466103433768e-39,132014,Hsap,Q8NFR9,PTHR15583,3,9902612,9916402,13791,+,ENSG00000163701,IL17RE,protein_coding,interleukin 17 receptor E [Source:HGNC Symbol;Acc:HGNC:18439]
OG0006017,-5797.982526,-5708.044261,179.87652999999955,2.5783916229664445e-41,4.216466103433768e-39,132014,Hsap,Q8NFR9,PTHR15583,3,9902612,9916402,13791,+,ENSG00000163701,IL17RE,protein_coding,interleukin 17 receptor E [Source:HGNC Symbol;Acc:HGNC:18439]
OG0006017,-5797.982526,-5708.044261,179.87652999999955,2.5783916229664445e-41,4.216466103433768e-39,132014,Hsap,Q8NFR9,PTHR15583,3,9902612,9916402,13791,+,ENSG00000163701,IL17RE,protein_coding,interleukin 17 receptor E [Source:HGNC Symbol;Acc:HGNC:18439]
OG0006017,-5797.982526,-5708.044261,179.87652999999955,2.5783916229664445e-41,4.216466103433768e-39,132014,Hsap,B4DMZ3,NA,3,9902612,9916402,13791,+,ENSG00000163701,IL17RE,protein_coding,interleukin 17 receptor E [Source:HGNC Symbol;Acc:HGNC:18439]
OG0006017,-5797.982526,-5708.044261,179.87652999999955,2.5783916229664445e-41,4.216466103433768e-39,132014,Hsap,B4DMZ3,NA,3,9902612,9916402,13791,+,ENSG00000163701,IL17RE,protein_coding,interleukin 17 receptor E [Source:HGNC Symbol;Acc:HGNC:18439]
OG0006017,-5797.982526,-5708.044261,179.87652999999955,2.5783916229664445e-41,4.216466103433768e-39,132014,Hsap,B4DMZ3,NA,3,9902612,9916402,13791,+,ENSG00000163701,IL17RE,protein_coding,interleukin 17 receptor E [Source:HGNC Symbol;Acc:HGNC:18439]
OG0003384,-10357.259289,-10267.657888,179.2028019999998,3.6178709888593017e-41,5.84418525834516e-39,64857,Hsap,Q9H7P9,PTHR45924,19,39412669,39428415,15747,+,ENSG00000090924,PLEKHG2,protein_coding,pleckstrin homology and RhoGEF domain containing G2 [Source:HGNC Symbol;Acc:HGNC:29515]
OG0006527,-4368.503267,-4279.344841,178.31685199999993,5.648058166966803e-41,9.013756443330396e-39,7161,Hsap,O15350,PTHR11447,1,3652516,3736201,83686,+,ENSG00000078900,TP73,protein_coding,tumor protein p73 [Source:HGNC Symbol;Acc:HGNC:12003]
OG0006527,-4368.503267,-4279.344841,178.31685199999993,5.648058166966803e-41,9.013756443330396e-39,7161,Hsap,A0A0C4DFW9,NA,1,3652516,3736201,83686,+,ENSG00000078900,TP73,protein_coding,tumor protein p73 [Source:HGNC Symbol;Acc:HGNC:12003]
OG0006527,-4368.503267,-4279.344841,178.31685199999993,5.648058166966803e-41,9.013756443330396e-39,7161,Hsap,A1PQX5,NA,1,3652516,3736201,83686,+,ENSG00000078900,TP73,protein_coding,tumor protein p73 [Source:HGNC Symbol;Acc:HGNC:12003]
OG0007045,-5011.389359,-4925.655363,171.46799199999987,1.768154726435473e-39,2.723369477484218e-37,4059,Hsap,P50895,PTHR11973,19,44809071,44821421,12351,+,ENSG00000187244,BCAM,protein_coding,basal cell adhesion molecule (Lutheran blood group) [Source:HGNC Symbol;Acc:HGNC:6722]
