orthogroup_ID,logLikelihood_Null_hypothesis,Likelihood_Alternative_hypothesis,log_diff,p.values,fdr,entrezgene_id,species,UniProtKB_ID,PANTHER_ID
OG0004912,-6486.538798,-6329.557343,313.9629099999984,1.4959559442967996e-70,1.6512860365129504e-67,85377,Hsap,Q8N3F8,PTHR23167
OG0006766,-5298.173254,-5142.384686,311.5771359999999,4.950271303664618e-70,5.043945668333964e-67,27037,Hsap,Q8IZ69,PTHR45904
OG0006766,-5298.173254,-5142.384686,311.5771359999999,4.950271303664618e-70,5.043945668333964e-67,27037,Hsap,F2Z2W7,NA
OG0009608,-3857.833383,-3702.240819,311.1851280000001,6.025930280569769e-70,5.70139089260194e-67,84901,Hsap,Q8NCF5,PTHR47187
OG0004850,-7458.125453,-7304.743402,306.7641019999992,5.535094675358411e-69,4.887857604653168e-66,57732,Hsap,Q9HCC9,PTHR46465
OG0005773,-6559.447856,-6408.880914,301.13388399999894,9.326265385298437e-68,7.720981955853944e-65,8310,Hsap,O15254,PTHR10909
OG0005701,-6165.143667,-6017.941882,294.4035700000004,2.7293091589331834e-66,2.1266134776017027e-63,5648,Hsap,P48740,PTHR24255
OG0005701,-6165.143667,-6017.941882,294.4035700000004,2.7293091589331834e-66,2.1266134776017027e-63,5648,Hsap,F8W876,NA
OG0007568,-4517.522533,-4372.876447,289.2921720000013,3.54614322284142e-65,2.609567396097636e-62,3937,Hsap,Q13094,PTHR14098
OG0006532,-4472.988175,-4328.963203,288.0499440000003,6.613490493839075e-65,4.610647109546968e-62,79414,Hsap,Q9BTN0,PTHR45842
OG0003762,-7488.213983,-7344.990416,286.447134,1.478018488392831e-64,9.788916448625719e-62,107,Hsap,Q08828,PTHR45627
OG0003762,-7488.213983,-7344.990416,286.447134,1.478018488392831e-64,9.788916448625719e-62,107,Hsap,C9J1J0,NA
OG0005370,-5738.977919,-5597.115603,283.7246319999995,5.793260866225556e-64,3.654168258763034e-61,90187,Hsap,Q9NT22,PTHR15427
OG0006175,-5960.975063,-5820.681384,280.58735799999886,2.796218660995142e-63,1.6835778356155298e-60,25966,Hsap,Q9Y426,PTHR21119
OG0009250,-3214.985153,-3075.225004,279.52029800000037,4.776412577896435e-63,2.750798304644182e-60,140706,Hsap,Q9NUG4,PTHR21642
OG0005750,-5585.391983,-5450.330075,270.12381600000117,5.332048882153303e-61,2.942846645541777e-58,10585,Hsap,Q9Y6A1,PTHR10050
OG0005750,-5585.391983,-5450.330075,270.12381600000117,5.332048882153303e-61,2.942846645541777e-58,10585,Hsap,A0A140VKE0,NA
OG0005861,-6843.957261,-6713.045933,261.82265599999846,3.4371295154380595e-59,1.8211287024597015e-56,3792,Hsap,P23276,PTHR11733
OG0005861,-6843.957261,-6713.045933,261.82265599999846,3.4371295154380595e-59,1.8211287024597015e-56,3792,Hsap,A0A077QP03,NA
OG0005146,-5905.711597,-5775.734221,259.95475200000146,8.777061313527379e-59,4.471575159960909e-56,116983,Hsap,Q96P50,PTHR23180
OG0005146,-5905.711597,-5775.734221,259.95475200000146,8.777061313527379e-59,4.471575159960909e-56,116983,Hsap,Q8WTZ1,NA
OG0004694,-5666.614811,-5537.270094,258.6894339999999,1.6563837512855888e-58,8.126095988714411e-56,54540,Hsap,Q96PV7,PTHR15109
OG0004694,-5666.614811,-5537.270094,258.6894339999999,1.6563837512855888e-58,8.126095988714411e-56,54540,Hsap,Q6IPW0,NA
OG0010774,-3009.858513,-2881.418242,256.8805419999999,4.106473366228714e-58,1.942655221752341e-55,1787,Hsap,O14717,PTHR46098
OG0010774,-3009.858513,-2881.418242,256.8805419999999,4.106473366228714e-58,1.942655221752341e-55,1787,Hsap,A0A0U1U562,NA
OG0010774,-3009.858513,-2881.418242,256.8805419999999,4.106473366228714e-58,1.942655221752341e-55,1787,Hsap,B4DQZ2,NA
OG0010774,-3009.858513,-2881.418242,256.8805419999999,4.106473366228714e-58,1.942655221752341e-55,1787,Hsap,Q6ICS7,NA
OG0010774,-3009.858513,-2881.418242,256.8805419999999,4.106473366228714e-58,1.942655221752341e-55,1787,Hsap,Q7Z3E4,NA
OG0005118,-7324.511357,-7196.532817,255.95708000000013,6.527881810367965e-58,2.981666291728761e-55,90990,Hsap,Q96AC6,PTHR24115
OG0002924,-13935.812952,-13810.044547,251.53681000000142,6.003095752328837e-57,2.650566877844926e-54,255101,Hsap,Q6ZU64,PTHR46127
OG0002924,-13935.812952,-13810.044547,251.53681000000142,6.003095752328837e-57,2.650566877844926e-54,255101,Hsap,B4DYZ8,NA
OG0002924,-13935.812952,-13810.044547,251.53681000000142,6.003095752328837e-57,2.650566877844926e-54,255101,Hsap,B4DZ05,NA
OG0002924,-13935.812952,-13810.044547,251.53681000000142,6.003095752328837e-57,2.650566877844926e-54,255101,Hsap,Q49A14,NA
OG0007314,-3108.025041,-2983.770947,248.5081879999998,2.7456297484447444e-56,1.1731810208999705e-53,8517,Hsap,Q9Y6K9,PTHR31553
OG0007314,-3108.025041,-2983.770947,248.5081879999998,2.7456297484447444e-56,1.1731810208999705e-53,8517,Hsap,A0A087X1B1,NA
OG0006993,-5300.44411,-5176.508581,247.87105800000063,3.7804720387713316e-56,1.5648791445489082e-53,64794,Hsap,Q9H8H2,PTHR24031
OG0005594,-4773.354788,-4650.538426,245.63272399999914,1.1629156868535083e-55,4.667873087291385e-53,63027,Hsap,A1A5C7,PTHR24064
OG0005594,-4773.354788,-4650.538426,245.63272399999914,1.1629156868535083e-55,4.667873087291385e-53,63027,Hsap,Q9UFY2,NA
OG0008870,-3589.708621,-3467.301973,244.81329600000026,1.7547068405309523e-55,6.836131414609704e-53,2926,Hsap,Q12849,PTHR13976
OG0008870,-3589.708621,-3467.301973,244.81329600000026,1.7547068405309523e-55,6.836131414609704e-53,2926,Hsap,A0A024RD99,NA
OG0004707,-5876.271862,-5754.156244,244.23123599999963,2.3502282657808252e-55,8.89460674529509e-53,25778,Hsap,Q6XUX3,PTHR46392
OG0003662,-9291.217147,-9169.523243,243.3878079999995,3.5892463119042135e-55,1.320643240207867e-52,57455,Hsap,Q8N1G1,PTHR12801
OG0003197,-10126.284573,-10004.644273,243.28060000000187,3.787721892630395e-55,1.3560044375616814e-52,79670,Hsap,Q5VYS8,PTHR12271
OG0003197,-10126.284573,-10004.644273,243.28060000000187,3.787721892630395e-55,1.3560044375616814e-52,79670,Hsap,Q96KX5,NA
OG0003197,-10126.284573,-10004.644273,243.28060000000187,3.787721892630395e-55,1.3560044375616814e-52,79670,Hsap,X6R3Q3,NA
OG0005192,-6339.663899,-6219.329464,240.66886999999952,1.405506451671479e-54,4.899299594431687e-52,54760,Hsap,Q6UW60,PTHR42884
OG0005192,-6339.663899,-6219.329464,240.66886999999952,1.405506451671479e-54,4.899299594431687e-52,54760,Hsap,A0A140VJQ9,NA
OG0003207,-9460.045116,-9340.095861,239.89850999999908,2.069211571731384e-54,7.027891404911259e-52,84461,Hsap,Q96JN8,PTHR12429
OG0007332,-5217.281032,-5097.783064,238.99593599999935,3.2554285758606516e-54,1.0780351728962546e-51,146802,Hsap,Q86VL8,PTHR11206
OG0004121,-7022.522238,-6904.361159,236.32215799999904,1.2463344028545956e-53,4.0265720732224325e-51,196883,Hsap,Q8NFM4,PTHR45627
OG0004121,-7022.522238,-6904.361159,236.32215799999904,1.2463344028545956e-53,4.0265720732224325e-51,196883,Hsap,Q86TZ7,NA
OG0006150,-5144.144758,-5028.266402,231.75671200000033,1.2336989507368993e-52,3.89085150034785e-50,23357,Hsap,Q9UNK9,PTHR12121
OG0006150,-5144.144758,-5028.266402,231.75671200000033,1.2336989507368993e-52,3.89085150034785e-50,23357,Hsap,A0A024R6B2,NA
OG0004508,-5858.685192,-5743.548621,230.273142,2.598633452269548e-52,8.004999699712193e-50,54828,Hsap,Q9H6U6,PTHR13268
OG0004508,-5858.685192,-5743.548621,230.273142,2.598633452269548e-52,8.004999699712193e-50,54828,Hsap,K7ESE9,NA
OG0004508,-5858.685192,-5743.548621,230.273142,2.598633452269548e-52,8.004999699712193e-50,54828,Hsap,Q05D99,NA
OG0004544,-7557.72488,-7443.436939,228.57588199999918,6.093868577237845e-52,1.8345314357748296e-49,83666,Hsap,Q8IXQ6,PTHR14453
OG0004544,-7557.72488,-7443.436939,228.57588199999918,6.093868577237845e-52,1.8345314357748296e-49,83666,Hsap,Q59ER9,NA
OG0006953,-4402.753711,-4288.592187,228.3230480000002,6.918844267193635e-52,2.0366002480721532e-49,80336,Hsap,NA,NA
OG0008458,-4017.094122,-3903.070509,228.04722599999968,7.946717414430242e-52,2.2883091059031085e-49,8694,Hsap,O75907,PTHR10408
OG0009338,-3558.270503,-3445.560694,225.4196180000008,2.973448458558123e-51,8.380063464268276e-49,284110,Hsap,Q96QA5,PTHR16399
OG0011590,-3144.289049,-3035.133,218.31209800000033,1.055685048600058e-49,2.91325086536591e-47,84722,Hsap,Q6PGN9,PTHR21584
OG0011590,-3144.289049,-3035.133,218.31209800000033,1.055685048600058e-49,2.91325086536591e-47,84722,Hsap,A0A024R099,NA
OG0011590,-3144.289049,-3035.133,218.31209800000033,1.055685048600058e-49,2.91325086536591e-47,84722,Hsap,A8K0M8,NA
OG0006963,-3785.205853,-3677.536985,215.3377359999995,4.702846874062966e-49,1.2713042794660826e-46,9152,Hsap,Q9Y345,PTHR11616
OG0006963,-3785.205853,-3677.536985,215.3377359999995,4.702846874062966e-49,1.2713042794660826e-46,9152,Hsap,Q4VAM4,NA
OG0006963,-3785.205853,-3677.536985,215.3377359999995,4.702846874062966e-49,1.2713042794660826e-46,9152,Hsap,Q4VAM6,NA
OG0006929,-5049.563314,-4942.032183,215.06226199999946,5.4007577642961635e-49,1.4307687469173398e-46,414918,Hsap,Q8NEG7,PTHR13677
OG0005115,-7018.067426,-6912.664723,210.8054059999995,4.5826914193319276e-48,1.1902417753033475e-45,146850,Hsap,Q5UE93,PTHR15593
OG0005115,-7018.067426,-6912.664723,210.8054059999995,4.5826914193319276e-48,1.1902417753033475e-45,146850,Hsap,B3KRK9,NA
OG0004998,-7780.746261,-7675.367802,210.75691800000095,4.695686987115045e-48,1.1961359582947285e-45,284001,Hsap,Q2TAC2,PTHR46725
OG0004998,-7780.746261,-7675.367802,210.75691800000095,4.695686987115045e-48,1.1961359582947285e-45,284001,Hsap,A0A590UJT6,NA
OG0008585,-3677.951109,-3573.101102,209.700014,7.985175572246848e-48,1.9956912383015424e-45,1201,Hsap,Q13286,PTHR10981
OG0008585,-3677.951109,-3573.101102,209.700014,7.985175572246848e-48,1.9956912383015424e-45,1201,Hsap,A0A024QZB8,NA
OG0008585,-3677.951109,-3573.101102,209.700014,7.985175572246848e-48,1.9956912383015424e-45,1201,Hsap,B4DFF3,NA
OG0008585,-3677.951109,-3573.101102,209.700014,7.985175572246848e-48,1.9956912383015424e-45,1201,Hsap,B4DMY6,NA
OG0008585,-3677.951109,-3573.101102,209.700014,7.985175572246848e-48,1.9956912383015424e-45,1201,Hsap,Q2TA70,NA
OG0010161,-3253.461851,-3148.758392,209.40691799999968,9.25188748644908e-48,2.2694537341760097e-45,6295,Hsap,P10523,PTHR11792
OG0008013,-3854.30897,-3750.401003,207.8159340000002,2.0575420023983233e-47,4.955309338866944e-45,7730,Hsap,Q13360,PTHR24381
OG0007250,-3843.60268,-3739.856197,207.4929659999998,2.4199972635138647e-47,5.724157812947259e-45,57089,Hsap,Q9NQZ7,PTHR11782
OG0004096,-6737.944036,-6634.534918,206.81823599999916,3.396497021462883e-47,7.892982376543395e-45,23243,Hsap,O15084,PTHR24123
OG0004096,-6737.944036,-6634.534918,206.81823599999916,3.396497021462883e-47,7.892982376543395e-45,23243,Hsap,A0A024R2I9,NA
OG0007725,-3351.709334,-3249.082461,205.25374600000032,7.453996134098693e-47,1.7023384964184706e-44,2743,Hsap,P48167,PTHR18945
OG0008609,-3618.949244,-3516.572328,204.75383199999942,9.58227413889585e-47,2.1154467207302406e-44,90025,Hsap,Q7Z6J8,PTHR31531
OG0008609,-3618.949244,-3516.572328,204.75383199999942,9.58227413889585e-47,2.1154467207302406e-44,90025,Hsap,Q4G0J6,NA
OG0008609,-3618.949244,-3516.572328,204.75383199999942,9.58227413889585e-47,2.1154467207302406e-44,90025,Hsap,Q4G0X5,NA
OG0009916,-2803.274177,-2700.894192,204.75996999999916,9.552769402800104e-47,2.1154467207302406e-44,79589,Hsap,Q8TEB7,PTHR22765
OG0010101,-3445.611572,-3343.968595,203.28595399999995,2.003372135569986e-46,4.350273329140989e-44,419,Hsap,Q13508,PTHR10339
OG0003852,-9457.363335,-9356.411393,201.90388399999938,4.01181954708214e-46,8.571058342040327e-44,3682,Hsap,P38570,PTHR23220
OG0003657,-8692.860421,-8593.25445,199.2119419999981,1.551584574038822e-45,3.262268137733053e-43,7297,Hsap,P29597,PTHR45807
OG0003657,-8692.860421,-8593.25445,199.2119419999981,1.551584574038822e-45,3.262268137733053e-43,7297,Hsap,A0A024R7E4,NA
OG0008839,-2891.048467,-2791.460418,199.1760979999999,1.5797834894394077e-45,3.269658140799124e-43,91461,Hsap,Q504Y2,PTHR46448
OG0005836,-5187.678747,-5089.332712,196.69206999999915,5.504219133075352e-45,1.1216751790264017e-42,85360,Hsap,Q6ZW31,PTHR46150
OG0002895,-13512.351224,-13414.395164,195.91212000000087,8.145427923901473e-45,1.6347627012121047e-42,4651,Hsap,Q9HD67,PTHR46049
OG0004260,-7007.572954,-6910.265716,194.61447600000065,1.5635882017983403e-44,3.091237212092659e-42,9905,Hsap,O43147,PTHR22957
OG0004260,-7007.572954,-6910.265716,194.61447600000065,1.5635882017983403e-44,3.091237212092659e-42,9905,Hsap,B9A6J3,NA
OG0006583,-4146.556913,-4049.389454,194.33491800000047,1.799437025763545e-44,3.4543975135165094e-42,285195,Hsap,Q8IVB4,PTHR10110
OG0010078,-2778.385208,-2681.212726,194.3449639999999,1.790375304961591e-44,3.4543975135165094e-42,8510,Hsap,O75900,PTHR10201
OG0011354,-2583.21004,-2487.151842,192.11639599999944,5.48719792554305e-44,1.038334624596332e-41,112817,Hsap,Q86XE5,PTHR12128
OG0010088,-2560.631551,-2465.929206,189.4046900000003,2.1441018187554255e-43,4.000108829751319e-41,170463,Hsap,Q9BWG4,PTHR12610
OG0009503,-2655.620771,-2561.114535,189.01247199999943,2.6113191766819023e-43,4.804101918656733e-41,51582,Hsap,O14977,PTHR11482
OG0009503,-2655.620771,-2561.114535,189.01247199999943,2.6113191766819023e-43,4.804101918656733e-41,51582,Hsap,A0A024R9C7,NA
OG0009503,-2655.620771,-2561.114535,189.01247199999943,2.6113191766819023e-43,4.804101918656733e-41,51582,Hsap,B3KTF6,NA
OG0012173,-3069.129561,-2974.758991,188.7411400000001,2.9928687967480625e-43,5.430621929003402e-41,137835,Hsap,Q6P5X7,PTHR35255
OG0011223,-2649.570197,-2555.473429,188.19353599999977,3.941148393751148e-43,7.054655624814554e-41,11186,Hsap,Q9NS23,PTHR22738
OG0010641,-2858.529975,-2765.33168,186.3965900000003,9.724926943531413e-43,1.717551763920228e-40,9399,Hsap,Q9UBI4,PTHR10264
OG0010641,-2858.529975,-2765.33168,186.3965900000003,9.724926943531413e-43,1.717551763920228e-40,9399,Hsap,H3BST3,NA
OG0010641,-2858.529975,-2765.33168,186.3965900000003,9.724926943531413e-43,1.717551763920228e-40,9399,Hsap,Q53HB6,NA
OG0004174,-7944.295185,-7851.29591,185.99855000000025,1.1878975323114392e-42,2.070380356973332e-40,55201,Hsap,Q66K74,PTHR13843
OG0010489,-2571.844512,-2479.451091,184.78684200000043,2.184250144262907e-42,3.757477585832009e-40,64080,Hsap,Q9H477,PTHR10584
OG0008565,-3293.948654,-3202.420099,183.05710999999974,5.211101090710363e-42,8.849518595839676e-40,25945,Hsap,Q9NQS3,PTHR23277
OG0009542,-3080.236272,-2989.254733,181.96307799999977,9.031986996868494e-42,1.5144012627913934e-39,79157,Hsap,O43934,PTHR23294
OG0009542,-3080.236272,-2989.254733,181.96307799999977,9.031986996868494e-42,1.5144012627913934e-39,79157,Hsap,A0A024R8M6,NA
OG0009542,-3080.236272,-2989.254733,181.96307799999977,9.031986996868494e-42,1.5144012627913934e-39,79157,Hsap,A0A024R8U7,NA
OG0009356,-3204.865941,-3114.232342,181.26719800000046,1.2814888509441473e-41,2.121825164950772e-39,85007,Hsap,Q8IUZ5,PTHR45688
OG0006017,-5797.982526,-5708.044261,179.87652999999955,2.5783916229664445e-41,4.216466103433768e-39,132014,Hsap,Q8NFR9,PTHR15583
OG0006017,-5797.982526,-5708.044261,179.87652999999955,2.5783916229664445e-41,4.216466103433768e-39,132014,Hsap,B4DMZ3,NA
OG0003384,-10357.259289,-10267.657888,179.2028019999998,3.6178709888593017e-41,5.84418525834516e-39,64857,Hsap,Q9H7P9,PTHR45924
OG0006527,-4368.503267,-4279.344841,178.31685199999993,5.648058166966803e-41,9.013756443330396e-39,7161,Hsap,O15350,PTHR11447
OG0006527,-4368.503267,-4279.344841,178.31685199999993,5.648058166966803e-41,9.013756443330396e-39,7161,Hsap,A0A0C4DFW9,NA
OG0006527,-4368.503267,-4279.344841,178.31685199999993,5.648058166966803e-41,9.013756443330396e-39,7161,Hsap,A1PQX5,NA
OG0006403,-4090.185397,-4001.229172,177.91245000000072,6.92152156849468e-41,1.0914580320985779e-38,28232,Hsap,Q9UIG8,PTHR11388
OG0008390,-3738.102199,-3649.380186,177.44402600000012,8.759609880780983e-41,1.365056382127352e-38,29063,Hsap,Q9H5U6,PTHR13493
OG0007045,-5011.389359,-4925.655363,171.46799199999987,1.768154726435473e-39,2.723369477484218e-37,4059,Hsap,P50895,PTHR11973
OG0007045,-5011.389359,-4925.655363,171.46799199999987,1.768154726435473e-39,2.723369477484218e-37,4059,Hsap,A0A087WXM8,NA
OG0005857,-4212.495897,-4126.958477,171.0748399999993,2.1546907158727508e-39,3.2805785313161446e-37,5991,Hsap,P48380,PTHR12619
OG0012799,-2522.119882,-2437.250624,169.73851600000035,4.219368506186884e-39,6.35110854919903e-37,400668,Hsap,Q6UWY2,PTHR24271
OG0012799,-2522.119882,-2437.250624,169.73851600000035,4.219368506186884e-39,6.35110854919903e-37,400668,Hsap,B7ZMF6,NA
OG0002768,-17312.132802,-17227.456585,169.35243400000036,5.12357277071418e-39,7.625488193357307e-37,9780,Hsap,Q92508,PTHR13167
OG0008953,-3691.98661,-3607.88557,168.20208000000002,9.137599226459219e-39,1.344851548374209e-36,54475,Hsap,Q9NVX2,PTHR19848
OG0011041,-2856.8634,-2772.892918,167.94096400000035,1.0419963198597733e-38,1.5167344233914897e-36,79852,Hsap,Q9H6B9,PTHR43329
OG0011041,-2856.8634,-2772.892918,167.94096400000035,1.0419963198597733e-38,1.5167344233914897e-36,79852,Hsap,A0A024R7F3,NA
OG0009153,-2720.317079,-2637.197568,166.23902199999975,2.452586377884674e-38,3.5311912132022166e-36,117584,Hsap,Q8WZ73,PTHR14879
OG0004050,-6744.32366,-6661.417603,165.8121140000003,3.0400311480973224e-38,4.329919633085713e-36,9258,Hsap,Q9Y4C4,PTHR45752
OG0010465,-2928.382824,-2845.55664,165.65236800000002,3.294376927349628e-38,4.642267742518423e-36,1512,Hsap,P09668,PTHR12411
OG0009192,-3430.618107,-3348.301518,164.63317799999913,5.500624107981204e-38,7.669607045717793e-36,5026,Hsap,Q93086,PTHR10125
OG0003721,-7094.277161,-7012.147062,164.26019799999995,6.635753428803892e-38,9.15595728311837e-36,23327,Hsap,Q96PU5,PTHR11254
OG0003721,-7094.277161,-7012.147062,164.26019799999995,6.635753428803892e-38,9.15595728311837e-36,23327,Hsap,A0A024R281,NA
OG0003721,-7094.277161,-7012.147062,164.26019799999995,6.635753428803892e-38,9.15595728311837e-36,23327,Hsap,A0A024R2A4,NA
OG0003721,-7094.277161,-7012.147062,164.26019799999995,6.635753428803892e-38,9.15595728311837e-36,23327,Hsap,B7Z2P9,NA
OG0003721,-7094.277161,-7012.147062,164.26019799999995,6.635753428803892e-38,9.15595728311837e-36,23327,Hsap,B7Z6K0,NA
OG0007341,-3841.302133,-3759.224996,164.15427400000044,6.998899571895841e-38,9.557466363848692e-36,340526,Hsap,Q5HYW3,PTHR15503
OG0005076,-5524.593347,-5442.786327,163.6140400000004,9.184328670893207e-38,1.2413838528025656e-35,11184,Hsap,Q92918,PTHR48012
OG0008472,-2037.623879,-1956.625567,161.99662399999988,2.0720318081638742e-37,2.772336700094816e-35,65990,Hsap,Q9BQD7,PTHR13610
OG0008472,-2037.623879,-1956.625567,161.99662399999988,2.0720318081638742e-37,2.772336700094816e-35,65990,Hsap,J3KMW5,NA
OG0011469,-2733.088456,-2652.207865,161.7611820000002,2.3325665223677197e-37,3.089717615528282e-35,115939,Hsap,Q9UJK0,PTHR20426
OG0007596,-4007.096179,-3926.800071,160.592216,4.199791472448146e-37,5.507964142975064e-35,84081,Hsap,Q9H0G5,PTHR31938
OG0007596,-4007.096179,-3926.800071,160.592216,4.199791472448146e-37,5.507964142975064e-35,84081,Hsap,A0A024QZ33,NA
OG0007596,-4007.096179,-3926.800071,160.592216,4.199791472448146e-37,5.507964142975064e-35,84081,Hsap,B7ZL27,NA
OG0012096,-2399.348616,-2319.219982,160.2572680000003,4.970598172295607e-37,6.454955234336041e-35,285755,Hsap,Q8IXY8,PTHR11071
OG0010326,-2621.952735,-2541.94943,160.00660999999945,5.638636986120074e-37,7.251396652247233e-35,9334,Hsap,O43286,PTHR19300
OG0009325,-3090.447666,-3010.480509,159.93431400000009,5.847496338046062e-37,7.447686201322898e-35,5866,Hsap,Q8TBN0,PTHR14430
OG0009037,-3587.470019,-3507.746698,159.44664199999988,7.473459209470856e-37,9.427946732252473e-35,79155,Hsap,Q8NFZ5,PTHR31882
OG0009037,-3587.470019,-3507.746698,159.44664199999988,7.473459209470856e-37,9.427946732252473e-35,79155,Hsap,D6RGJ2,NA
OG0002815,-9545.09808,-9465.384306,159.42754799999966,7.545596310876808e-37,9.429147993761716e-35,23164,Hsap,Q6WCQ1,PTHR17271
OG0002815,-9545.09808,-9465.384306,159.42754799999966,7.545596310876808e-37,9.429147993761716e-35,23164,Hsap,Q8N236,NA
OG0010080,-2300.69915,-2221.142738,159.11282399999982,8.84013464689399e-37,1.0943590984369884e-34,163404,Hsap,Q32ZL2,PTHR10165
OG0009690,-3036.870319,-2957.546051,158.6485360000006,1.1166178037923365e-36,1.369511058243823e-34,57348,Hsap,Q9H313,PTHR12424
OG0008219,-3160.570042,-3081.578362,157.98335999999927,1.560439246481238e-36,1.8962915833844472e-34,9960,Hsap,Q9Y6I4,PTHR21646
OG0008219,-3160.570042,-3081.578362,157.98335999999927,1.560439246481238e-36,1.8962915833844472e-34,9960,Hsap,Q6JHV3,NA
OG0005902,-4399.092136,-4320.194692,157.79488800000036,1.7156514584469608e-36,2.0659562925989492e-34,1855,Hsap,O14640,PTHR10878
OG0010849,-2345.350582,-2266.931276,156.83861200000047,2.7757826505035417e-36,3.3124339629342263e-34,9410,Hsap,Q96DI7,PTHR44006
OG0010849,-2345.350582,-2266.931276,156.83861200000047,2.7757826505035417e-36,3.3124339629342263e-34,9410,Hsap,A0MNP2,NA
OG0010837,-2739.764254,-2661.454764,156.6189800000002,3.100119782878188e-36,3.666445236071828e-34,84883,Hsap,Q9BRQ8,PTHR43735
OG0008116,-3404.397776,-3326.314854,156.1658439999992,3.894010118241273e-36,4.564606904975567e-34,163175,Hsap,Q8N135,PTHR24367
OG0008116,-3404.397776,-3326.314854,156.1658439999992,3.894010118241273e-36,4.564606904975567e-34,163175,Hsap,A5D6Y5,NA
OG0007713,-4362.469538,-4284.566707,155.80566200000067,4.667719818960153e-36,5.423562870346157e-34,51557,Hsap,Q5TDP6,PTHR43407
OG0011812,-2747.509875,-2669.818496,155.38275800000065,5.7745755511535464e-36,6.651306760919989e-34,149473,Hsap,Q8N4L8,PTHR28601
OG0012024,-2110.384287,-2032.780772,155.20702999999958,6.30843408448727e-36,7.203579127855032e-34,54956,Hsap,Q8N5Y8,PTHR21328
OG0009494,-3068.135164,-2991.685193,152.899942,2.0142366066228808e-35,2.280391289856981e-33,84803,Hsap,Q53EU6,PTHR23063
OG0009494,-3068.135164,-2991.685193,152.899942,2.0142366066228808e-35,2.280391289856981e-33,84803,Hsap,A0A024RDG5,NA
OG0005999,-4703.14896,-4626.878166,152.54158800000005,2.412287861333028e-35,2.707895339933669e-33,79596,Hsap,Q5W0B1,PTHR14609
OG0010153,-2853.110714,-2777.231896,151.75763600000028,3.5790416662524347e-35,3.983864362284013e-33,23252,Hsap,Q5T2D3,PTHR12419
